-0.043862456,-0.011740551,0.888092801,0.007859443,0.030396959,0.003049780,0.999502353,-0.137166979,0.001135424,-0.005270322,-0.001317179,-0.022621639,-0.008679063,-0.140954270,0.002850985,-0.005422109,-0.000768560,-0.021566898,-0.010290742,0.000001000,-0.729759324,0.347724841,-0.799328918,0.041000000,0.416435767,0.153248374,-0.310323264,-0.098501341,1.176083550,-0.178668339
-0.044417147,-0.013027335,0.887008629,0.007530918,0.030833870,0.002875004,0.999492017,-0.144014037,0.003044595,-0.008648856,0.009873363,-0.034314347,-0.011928795,-0.147989031,0.004550282,-0.009583743,0.011030217,-0.033297659,-0.014091903,0.000001000,-0.792704292,0.404430963,-0.864678586,0.041000000,0.520554974,0.133075851,-0.298937518,-0.112647543,1.239363211,-0.204677535
-0.044970180,-0.014311964,0.885924894,0.007202655,0.031270777,0.002700063,0.999481350,-0.150853478,0.004950083,-0.012026337,0.021053170,-0.046003359,-0.015178088,-0.155016189,0.006245880,-0.013744135,0.022817877,-0.045024805,-0.017892588,0.000001000,-0.855603705,0.461060117,-0.929949425,0.041000000,0.624630847,0.112933879,-0.287561137,-0.126809032,1.302550603,-0.230672493
-0.044455006,-0.014209080,0.885122445,0.007044574,0.031711573,0.002419739,0.999469307,-0.152785122,0.004482354,-0.014724830,0.025317188,-0.055311246,-0.018144970,-0.157146007,0.005558027,-0.017104826,0.027444391,-0.054424187,-0.021386158,0.000001000,-0.889157644,0.468110368,-0.944441249,0.041000000,0.700791979,0.112470843,-0.282217032,-0.150817911,1.306302252,-0.247495259
-0.043939832,-0.014106196,0.884319995,0.006886491,0.032152359,0.002139413,0.999456965,-0.154716766,0.004014626,-0.017423323,0.029581207,-0.064619133,-0.021111851,-0.159275824,0.004870174,-0.020465517,0.032070904,-0.063823569,-0.024879729,0.000001000,-0.922711583,0.475160619,-0.958933073,0.041000000,0.776953110,0.112007808,-0.276872926,-0.174826790,1.310053900,-0.264318024
-0.043337345,-0.013669668,0.883748568,0.006675745,0.032589864,0.002133329,0.999444238,-0.155534632,0.003172047,-0.019944071,0.031478295,-0.072081387,-0.023861981,-0.160063606,0.003841323,-0.023577588,0.034114316,-0.071475882,-0.028103215,0.000001000,-0.945174120,0.466973904,-0.964290732,0.041000000,0.831924901,0.109156286,-0.275321665,-0.199426675,1.311618981,-0.281619163
-0.042734862,-0.013232971,0.883177527,0.006464990,0.033027327,0.002127512,0.999431275,-0.156351267,0.002329475,-0.022463732,0.033372522,-0.079539215,-0.026610894,-0.160849955,0.002812580,-0.026688288,0.036154622,-0.079123787,-0.031325262,0.000001000,-0.967618565,0.458777138,-0.969638350,0.041000000,0.886857264,0.106302929,-0.273774671,-0.224017982,1.313181440,-0.298914371
-0.042341058,-0.013123015,0.883067202,0.006354575,0.033384126,0.002182992,0.999420009,-0.156551906,0.002361289,-0.022601845,0.033339782,-0.079870261,-0.026736309,-0.161030286,0.002836685,-0.026853593,0.036132543,-0.079464154,-0.031473444,0.000001000,-0.969012736,0.459607500,-0.970102353,0.041000000,0.889112764,0.104202159,-0.274507446,-0.225272925,1.313018437,-0.299918527
-0.041948094,-0.013012257,0.882957026,0.006244154,0.033740502,0.002238813,0.999408614,-0.156752924,0.002392113,-0.022739719,0.033306891,-0.080201304,-0.026861741,-0.161210804,0.002859759,-0.027018646,0.036110390,-0.079804517,-0.031621636,0.000001000,-0.970401684,0.460445739,-0.970568329,0.041000000,0.891368790,0.102097463,-0.275241500,-0.226527977,1.312854525,-0.300922664
-0.042129841,-0.012352426,0.882949581,0.006130016,0.033810859,0.002527486,0.999406254,-0.157212656,0.001745269,-0.022714820,0.033170558,-0.080530261,-0.026999017,-0.161518700,0.002177699,-0.027011057,0.036037497,-0.080142068,-0.031776673,0.000001000,-0.968218809,0.466671834,-0.972383596,0.041000000,0.893983849,0.097306796,-0.276850375,-0.227858163,1.312068481,-0.301913830
-0.042311588,-0.011692594,0.882942136,0.006015877,0.033881213,0.002816160,0.999403793,-0.157672388,0.001098426,-0.022689921,0.033034224,-0.080859217,-0.027136292,-0.161826597,0.001495639,-0.027003467,0.035964603,-0.080479619,-0.031931709,0.000001000,-0.966035933,0.472897928,-0.974198864,0.041000000,0.896598909,0.092516129,-0.278459250,-0.229188349,1.311282437,-0.302904997
-0.042459803,-0.011101894,0.883050807,0.005951230,0.033737024,0.003177872,0.999407973,-0.157792834,0.000345933,-0.022634772,0.033079738,-0.081166964,-0.027258383,-0.161750917,0.000716989,-0.026966920,0.036084294,-0.080793004,-0.032074319,0.000001000,-0.960936470,0.484931945,-0.975397727,0.041000000,0.899273570,0.085280039,-0.279941760,-0.230418349,1.310408283,-0.304046572
-0.042607951,-0.010511491,0.883159617,0.005886673,0.033592666,0.003539630,0.999412003,-0.157912949,-0.000406457,-0.022579643,0.033125421,-0.081474696,-0.027380453,-0.161674874,-0.000061539,-0.026930396,0.036204160,-0.081106371,-0.032216910,0.000001000,-0.955833636,0.496971873,-0.976595356,0.041000000,0.901948084,0.078040659,-0.281423630,-0.231648167,1.309533996,-0.305188347
-0.042660938,-0.010523626,0.883359907,0.005944498,0.033517796,0.003856165,0.999413003,-0.157961110,-0.000653079,-0.022646088,0.033190521,-0.081794084,-0.027481550,-0.161540815,-0.000309076,-0.027022207,0.036330067,-0.081427738,-0.032338732,0.000001000,-0.948750836,0.510900620,-0.976036346,0.041000000,0.904112684,0.067952447,-0.281553785,-0.232641911,1.308523134,-0.306499829
-0.042714012,-0.010536565,0.883560332,0.006002440,0.033442956,0.004172421,0.999413893,-0.158009310,-0.000898779,-0.022712758,0.033255567,-0.082113499,-0.027582637,-0.161406946,-0.000555664,-0.027114253,0.036455850,-0.081749130,-0.032460545,0.000001000,-0.941669138,0.524825798,-0.975474596,0.041000000,0.906276280,0.057865124,-0.281681618,-0.233635587,1.307512109,-0.307811170
-0.042833769,-0.011162462,0.883863503,0.006149117,0.033393816,0.004276830,0.999414203,-0.158087414,-0.000441881,-0.022951072,0.033279910,-0.082453894,-0.027675789,-0.161418081,-0.000079179,-0.027384742,0.036486836,-0.082089871,-0.032575003,0.000001000,-0.935427246,0.536029697,-0.972824494,0.041000000,0.907675040,0.048455742,-0.280038824,-0.234576960,1.306376694,-0.309015802
-0.042953525,-0.011788359,0.884166674,0.006295794,0.033344675,0.004381238,0.999414479,-0.158165519,0.000015017,-0.023189386,0.033304253,-0.082794290,-0.027768941,-0.161429216,0.000397306,-0.027655231,0.036517822,-0.082430613,-0.032689461,0.000001000,-0.929185353,0.547233597,-0.970174391,0.041000000,0.909073800,0.039046359,-0.278396029,-0.235518334,1.305241279,-0.310220433
-0.043166175,-0.012631314,0.884262992,0.006549741,0.033261409,0.004280263,0.999416059,-0.158234729,0.000661129,-0.023476490,0.033313554,-0.083157310,-0.027873376,-0.161523810,0.001033521,-0.027968818,0.036502176,-0.082788523,-0.032816980,0.000001000,-0.926435467,0.556212595,-0.966327042,0.041000000,0.910380920,0.036075527,-0.277216887,-0.236871532,1.304794203,-0.311068662
-0.043378907,-0.013474522,0.884359035,0.006803767,0.033178078,0.004179033,0.999417560,-0.158303863,0.001307566,-0.023763677,0.033322865,-0.083520359,-0.027977823,-0.161618448,0.001670022,-0.028282480,0.036486504,-0.083146450,-0.032944516,0.000001000,-0.923691202,0.565187894,-0.962477833,0.041000000,0.911688018,0.033113672,-0.276038325,-0.238225265,1.304348136,-0.311916416
-0.043523618,-0.014318364,0.884365336,0.006939670,0.033036534,0.004039405,0.999421889,-0.158206420,0.002224173,-0.024118694,0.033402456,-0.083888576,-0.028081471,-0.161579431,0.002561799,-0.028659835,0.036542222,-0.083495243,-0.033074840,0.000001000,-0.924963069,0.571309159,-0.957425706,0.041000000,0.913213681,0.033991951,-0.274968115,-0.239724573,1.304442694,-0.312606635
-0.043668695,-0.015162956,0.884370632,0.007075356,0.032895452,0.003899755,0.999426146,-0.158110860,0.003141765,-0.024477588,0.033483174,-0.084264796,-0.028187658,-0.161542322,0.003454357,-0.029041593,0.036599170,-0.083851478,-0.033208447,0.000001000,-0.926253213,0.577437944,-0.952347258,0.041000000,0.914782824,0.034876763,-0.273888746,-0.241259144,1.304536263,-0.313315999
-0.044105312,-0.016607451,0.883573191,0.007038758,0.033124456,0.003742605,0.999419441,-0.159518875,0.004845636,-0.027933794,0.034464859,-0.091035067,-0.030321810,-0.163030481,0.004970344,-0.032941683,0.037639627,-0.090154351,-0.035965726,0.000001000,-0.942146700,0.589575334,-0.926237896,0.041000000,0.951093147,0.040981527,-0.265491514,-0.270968510,1.303840667,-0.329322807
-0.044541930,-0.018051947,0.882775750,0.007002159,0.033353458,0.003585455,0.999412658,-0.160926891,0.006549506,-0.031390000,0.035446543,-0.097805338,-0.032455963,-0.164518640,0.006486332,-0.036841774,0.038680083,-0.096457224,-0.038723004,0.000001000,-0.958040187,0.601712724,-0.900128535,0.041000000,0.987403469,0.047086290,-0.257094283,-0.300677877,1.303145071,-0.345329614
-0.044832763,-0.017319526,0.882404859,0.006737823,0.033593566,0.003511013,0.999406697,-0.162249496,0.005334072,-0.034188884,0.036569181,-0.103354742,-0.034456554,-0.165847727,0.005129904,-0.040076205,0.039788059,-0.101730880,-0.041374898,0.000001000,-0.982997633,0.584672101,-0.900740208,0.041000000,1.017007695,0.059055611,-0.255389016,-0.328130265,1.303297841,-0.362097596
-0.045123463,-0.016585100,0.882034361,0.006473275,0.033833681,0.003436647,0.999400604,-0.163572023,0.004115950,-0.036987162,0.037691948,-0.108903022,-0.036457023,-0.167176668,0.003770830,-0.043310024,0.040896097,-0.107003588,-0.044026694,0.000001000,-1.007963425,0.567604610,-0.901376487,0.041000000,1.046605746,0.071030333,-0.253689912,-0.355580575,1.303451392,-0.378866279
-0.045249961,-0.016128152,0.881951598,0.006345803,0.033629822,0.003637420,0.999407592,-0.163620316,0.003100517,-0.039070833,0.038536021,-0.112521523,-0.037930338,-0.167059313,0.002677874,-0.045736016,0.041689335,-0.110524787,-0.046011984,0.000001000,-1.019741177,0.561417046,-0.908374642,0.041000000,1.067713764,0.080883848,-0.249524529,-0.374402174,1.304013837,-0.391861978
